lid,longitude,latitude,naics_code,num_visits
8746662,-79.2527503490649,37.3763810904811,453910.0,1
8748270,-79.981806,37.2716545,522390.0,5
8748446,-79.9502885,37.275117,312120.0,1
8748874,-79.9797055,37.2275535,722511.0,5
8748874,-79.9797055,37.2275535,722513.0,5
8750208,-79.9387395,37.2692005,492110.0,3
8750208,-79.9387395,37.2692005,522110.0,3
8750208,-79.9387395,37.2692005,523120.0,3
8750593,-80.0180355,37.2985275,522390.0,1
8750609,-79.5091833889218,37.3284446726574,447110.0,2
8750609,-79.5091833889218,37.3284446726574,522390.0,2
8751417,-79.811893,37.3724975,811111.0,66
8753224,-80.770095,37.048794,447110.0,1
8755864,-79.9365045,37.2748605,722513.0,1
8756278,-80.075181,37.290472,517312.0,1
8757378,-79.969555,37.306289,452319.0,2
8757406,-79.1368595,37.4119845,451110.0,4
8757895,-79.9133985,37.409708,447110.0,16
8757895,-79.9133985,37.409708,447190.0,16
8758549,-79.902397,37.3039255,325120.0,1
8758832,-79.9776115,37.2649195,523120.0,1
8758832,-79.9776115,37.2649195,722511.0,1
8758832,-79.9776115,37.2649195,812112.0,1
8759746,-79.9387395,37.2692005,492110.0,8
8759746,-79.9387395,37.2692005,522110.0,8
8759746,-79.9387395,37.2692005,523120.0,8
8759860,-79.4975985,37.323391,722513.0,1
8759860,-79.4975985,37.323391,722515.0,1
8760385,-79.8819795,37.7884175,491110.0,4
8760791,-81.505023,36.842606,722513.0,1
8760890,-80.012475,37.2256115,446110.0,1
8761029,-79.8780155,37.2772135,722511.0,1
8761759,-79.5091833889218,37.3284446726574,447110.0,2
8761759,-79.5091833889218,37.3284446726574,522390.0,2
8762030,-80.556555,37.1412105,447110.0,1
8762376,-79.9776115,37.2649195,523120.0,1
8762376,-79.9776115,37.2649195,722511.0,1
8762376,-79.9776115,37.2649195,812112.0,1
8762665,-79.9776115,37.2649195,523120.0,1
8762665,-79.9776115,37.2649195,722511.0,1
8762665,-79.9776115,37.2649195,812112.0,1
8763615,-79.9387395,37.2692005,492110.0,3
8763615,-79.9387395,37.2692005,522110.0,3
